"TIME","GEO","SECTPERF","UNIT","Value","Flag and Footnotes"
"2016","Hungary","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","1 461.282","d"
"2016","Hungary","Government sector","Million euro","183.98","d"
"2016","Hungary","Government sector","Euro per inhabitant","18.7","d"
"2016","Hungary","Government sector","Million units of national currency","57 298.8","d"
"2016","Hungary","Government sector","Million purchasing power standards (PPS)","313.626","d"
"2016","Hungary","Government sector","Million purchasing power standards (PPS) at 2005 prices","264.373","d"
"2016","Hungary","Higher education sector","Million euro","152.875","d"
"2016","Hungary","Higher education sector","Euro per inhabitant","15.6","d"
"2016","Hungary","Higher education sector","Million units of national currency","47 611.4","d"
"2016","Hungary","Higher education sector","Million purchasing power standards (PPS)","260.602","d"
"2016","Hungary","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","219.676","d"
"2016","Hungary","Private non-profit sector","Million euro",":",""
"2016","Hungary","Private non-profit sector","Euro per inhabitant",":",""
"2016","Hungary","Private non-profit sector","Million units of national currency",":",""
"2016","Hungary","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2016","Hungary","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Malta","All sectors","Million euro","60.871","p"
"2016","Malta","All sectors","Euro per inhabitant","140.1","p"
"2016","Malta","All sectors","Million units of national currency","60.871","p"
"2016","Malta","All sectors","Million purchasing power standards (PPS)","74.224","p"
"2016","Malta","All sectors","Million purchasing power standards (PPS) at 2005 prices","68.748","p"
"2016","Malta","Business enterprise sector","Million euro","38.627","p"
"2016","Malta","Business enterprise sector","Euro per inhabitant","88.9","p"
"2016","Malta","Business enterprise sector","Million units of national currency","38.627","p"
"2016","Malta","Business enterprise sector","Million purchasing power standards (PPS)","47.1","p"
"2016","Malta","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","43.625","p"
"2016","Malta","Government sector","Million euro","0.673","p"
"2016","Malta","Government sector","Euro per inhabitant","1.5","p"
"2016","Malta","Government sector","Million units of national currency","0.673","p"
"2016","Malta","Government sector","Million purchasing power standards (PPS)","0.821","p"
"2016","Malta","Government sector","Million purchasing power standards (PPS) at 2005 prices","0.76","p"
"2016","Malta","Higher education sector","Million euro","21.572","p"
"2016","Malta","Higher education sector","Euro per inhabitant","49.7","p"
"2016","Malta","Higher education sector","Million units of national currency","21.572","p"
"2016","Malta","Higher education sector","Million purchasing power standards (PPS)","26.304","p"
"2016","Malta","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","24.363","p"
"2016","Malta","Private non-profit sector","Million euro",":",""
"2016","Malta","Private non-profit sector","Euro per inhabitant",":",""
"2016","Malta","Private non-profit sector","Million units of national currency",":",""
"2016","Malta","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2016","Malta","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Netherlands","All sectors","Million euro","14 281","p"
"2016","Netherlands","All sectors","Euro per inhabitant","841.1","p"
"2016","Netherlands","All sectors","Million units of national currency","14 281","p"
"2016","Netherlands","All sectors","Million purchasing power standards (PPS)","12 983.908","p"
"2016","Netherlands","All sectors","Million purchasing power standards (PPS) at 2005 prices","11 908.366","p"
"2016","Netherlands","Business enterprise sector","Million euro","8 132","p"
"2016","Netherlands","Business enterprise sector","Euro per inhabitant","478.9","p"
"2016","Netherlands","Business enterprise sector","Million units of national currency","8 132","p"
"2016","Netherlands","Business enterprise sector","Million purchasing power standards (PPS)","7 393.399","p"
"2016","Netherlands","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","6 780.956","p"
"2016","Netherlands","Government sector","Million euro","1 649","p"
"2016","Netherlands","Government sector","Euro per inhabitant","97.1","p"
"2016","Netherlands","Government sector","Million units of national currency","1 649","p"
"2016","Netherlands","Government sector","Million purchasing power standards (PPS)","1 499.227","p"
"2016","Netherlands","Government sector","Million purchasing power standards (PPS) at 2005 prices","1 375.036","p"
"2016","Netherlands","Higher education sector","Million euro","4 500","p"
"2016","Netherlands","Higher education sector","Euro per inhabitant","265","p"
"2016","Netherlands","Higher education sector","Million units of national currency","4 500","p"
"2016","Netherlands","Higher education sector","Million purchasing power standards (PPS)","4 091.281","p"
"2016","Netherlands","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","3 752.373","p"
"2016","Netherlands","Private non-profit sector","Million euro",":",""
"2016","Netherlands","Private non-profit sector","Euro per inhabitant",":",""
"2016","Netherlands","Private non-profit sector","Million units of national currency",":",""
"2016","Netherlands","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2016","Netherlands","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Austria","All sectors","Million euro","10 906.09","p"
"2016","Austria","All sectors","Euro per inhabitant","1 255","p"
"2016","Austria","All sectors","Million units of national currency","10 906.09","p"
"2016","Austria","All sectors","Million purchasing power standards (PPS)","10 002.834","p"
"2016","Austria","All sectors","Million purchasing power standards (PPS) at 2005 prices","8 678.286","p"
"2016","Austria","Business enterprise sector","Million euro","7 789.13","p"
"2016","Austria","Business enterprise sector","Euro per inhabitant","896.3","p"
"2016","Austria","Business enterprise sector","Million units of national currency","7 789.13","p"
"2016","Austria","Business enterprise sector","Million purchasing power standards (PPS)","7 144.025","p"
"2016","Austria","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","6 198.033","p"
"2016","Austria","Government sector","Million euro","499.76","p"
"2016","Austria","Government sector","Euro per inhabitant","57.5","p"
"2016","Austria","Government sector","Million units of national currency","499.76","p"
"2016","Austria","Government sector","Million purchasing power standards (PPS)","458.369","p"
"2016","Austria","Government sector","Million purchasing power standards (PPS) at 2005 prices","397.673","p"
"2016","Austria","Higher education sector","Million euro","2 563.87","p"
"2016","Austria","Higher education sector","Euro per inhabitant","295","p"
"2016","Austria","Higher education sector","Million units of national currency","2 563.87","p"
"2016","Austria","Higher education sector","Million purchasing power standards (PPS)","2 351.527","p"
"2016","Austria","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","2 040.144","p"
"2016","Austria","Private non-profit sector","Million euro","53.33","p"
"2016","Austria","Private non-profit sector","Euro per inhabitant","6.1","p"
"2016","Austria","Private non-profit sector","Million units of national currency","53.33","p"
"2016","Austria","Private non-profit sector","Million purchasing power standards (PPS)","48.913","p"
"2016","Austria","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","42.436","p"
"2016","Poland","All sectors","Million euro","4 112.349","p"
"2016","Poland","All sectors","Euro per inhabitant","108.3","p"
"2016","Poland","All sectors","Million units of national currency","17 943","p"
"2016","Poland","All sectors","Million purchasing power standards (PPS)","7 482.173","p"
"2016","Poland","All sectors","Million purchasing power standards (PPS) at 2005 prices","6 568.674","p"
"2016","Poland","Business enterprise sector","Million euro","2 700.426","p"
"2016","Poland","Business enterprise sector","Euro per inhabitant","71.1","p"
"2016","Poland","Business enterprise sector","Million units of national currency","11 782.5","p"
"2016","Poland","Business enterprise sector","Million purchasing power standards (PPS)","4 913.265","p"
"2016","Poland","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","4 313.403","p"
"2016","Poland","Government sector","Million euro","103.365","p"
"2016","Poland","Government sector","Euro per inhabitant","2.7","p"
"2016","Poland","Government sector","Million units of national currency","451","p"
"2016","Poland","Government sector","Million purchasing power standards (PPS)","188.066","p"
"2016","Poland","Government sector","Million purchasing power standards (PPS) at 2005 prices","165.105","p"
"2016","Poland","Higher education sector","Million euro","1 290.429","p"
"2016","Poland","Higher education sector","Euro per inhabitant","34","p"
"2016","Poland","Higher education sector","Million units of national currency","5 630.4","p"
"2016","Poland","Higher education sector","Million purchasing power standards (PPS)","2 347.859","p"
"2016","Poland","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","2 061.208","p"
"2016","Poland","Private non-profit sector","Million euro","18.129","p"
"2016","Poland","Private non-profit sector","Euro per inhabitant","0.5","p"
"2016","Poland","Private non-profit sector","Million units of national currency","79.1","p"
"2016","Poland","Private non-profit sector","Million purchasing power standards (PPS)","32.984","p"
"2016","Poland","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","28.957","p"
"2016","Portugal","All sectors","Million euro","2 347.7","p"
"2016","Portugal","All sectors","Euro per inhabitant","227","p"
"2016","Portugal","All sectors","Million units of national currency","2 347.7","p"
"2016","Portugal","All sectors","Million purchasing power standards (PPS)","2 936.093","p"
"2016","Portugal","All sectors","Million purchasing power standards (PPS) at 2005 prices","2 572.068","p"
"2016","Portugal","Business enterprise sector","Million euro","1 123.2","p"
"2016","Portugal","Business enterprise sector","Euro per inhabitant","108.6","p"
"2016","Portugal","Business enterprise sector","Million units of national currency","1 123.2","p"
"2016","Portugal","Business enterprise sector","Million purchasing power standards (PPS)","1 404.702","p"
"2016","Portugal","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","1 230.543","p"
"2016","Portugal","Government sector","Million euro","126.6","p"
"2016","Portugal","Government sector","Euro per inhabitant","12.2","p"
"2016","Portugal","Government sector","Million units of national currency","126.6","p"
"2016","Portugal","Government sector","Million purchasing power standards (PPS)","158.329","p"
"2016","Portugal","Government sector","Million purchasing power standards (PPS) at 2005 prices","138.699","p"
"2016","Portugal","Higher education sector","Million euro","1 059.3","p"
"2016","Portugal","Higher education sector","Euro per inhabitant","102.4","p"
"2016","Portugal","Higher education sector","Million units of national currency","1 059.3","p"
"2016","Portugal","Higher education sector","Million purchasing power standards (PPS)","1 324.787","p"
"2016","Portugal","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","1 160.536","p"
"2016","Portugal","Private non-profit sector","Million euro","38.6","p"
"2016","Portugal","Private non-profit sector","Euro per inhabitant","3.7","p"
"2016","Portugal","Private non-profit sector","Million units of national currency","38.6","p"
"2016","Portugal","Private non-profit sector","Million purchasing power standards (PPS)","48.274","p"
"2016","Portugal","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","42.289","p"
"2016","Romania","All sectors","Million euro","818.444",""
"2016","Romania","All sectors","Euro per inhabitant","41.4",""
"2016","Romania","All sectors","Million units of national currency","3 675.142",""
"2016","Romania","All sectors","Million purchasing power standards (PPS)","1 637.618",""
"2016","Romania","All sectors","Million purchasing power standards (PPS) at 2005 prices","1 160.756",""
"2016","Romania","Business enterprise sector","Million euro","451.684",""
"2016","Romania","Business enterprise sector","Euro per inhabitant","22.9",""
"2016","Romania","Business enterprise sector","Million units of national currency","2 028.243",""
"2016","Romania","Business enterprise sector","Million purchasing power standards (PPS)","903.771",""
"2016","Romania","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","640.6",""
"2016","Romania","Government sector","Million euro","272.241",""
"2016","Romania","Government sector","Euro per inhabitant","13.8",""
"2016","Romania","Government sector","Million units of national currency","1 222.47",""
"2016","Romania","Government sector","Million purchasing power standards (PPS)","544.724",""
"2016","Romania","Government sector","Million purchasing power standards (PPS) at 2005 prices","386.105",""
"2016","Romania","Higher education sector","Million euro","92.62",""
"2016","Romania","Higher education sector","Euro per inhabitant","4.7",""
"2016","Romania","Higher education sector","Million units of national currency","415.902",""
"2016","Romania","Higher education sector","Million purchasing power standards (PPS)","185.323",""
"2016","Romania","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","131.358",""
"2016","Romania","Private non-profit sector","Million euro","1.899",""
"2016","Romania","Private non-profit sector","Euro per inhabitant","0.1",""
"2016","Romania","Private non-profit sector","Million units of national currency","8.527",""
"2016","Romania","Private non-profit sector","Million purchasing power standards (PPS)","3.8",""
"2016","Romania","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","2.693",""
"2016","Slovenia","All sectors","Million euro","809.18","p"
"2016","Slovenia","All sectors","Euro per inhabitant","392","p"
"2016","Slovenia","All sectors","Million units of national currency","809.18","p"
"2016","Slovenia","All sectors","Million purchasing power standards (PPS)","1 010.591","p"
"2016","Slovenia","All sectors","Million purchasing power standards (PPS) at 2005 prices","934.07","p"
"2016","Slovenia","Business enterprise sector","Million euro","611.897","p"
"2016","Slovenia","Business enterprise sector","Euro per inhabitant","296.4","p"
"2016","Slovenia","Business enterprise sector","Million units of national currency","611.897","p"
"2016","Slovenia","Business enterprise sector","Million purchasing power standards (PPS)","764.203","p"
"2016","Slovenia","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","706.337","p"
"2016","Slovenia","Government sector","Million euro","109.131","p"
"2016","Slovenia","Government sector","Euro per inhabitant","52.9","p"
"2016","Slovenia","Government sector","Million units of national currency","109.131","p"
"2016","Slovenia","Government sector","Million purchasing power standards (PPS)","136.295","p"
"2016","Slovenia","Government sector","Million purchasing power standards (PPS) at 2005 prices","125.975","p"
"2016","Slovenia","Higher education sector","Million euro","87.951","p"
"2016","Slovenia","Higher education sector","Euro per inhabitant","42.6","p"
"2016","Slovenia","Higher education sector","Million units of national currency","87.951","p"
"2016","Slovenia","Higher education sector","Million purchasing power standards (PPS)","109.843","p"
"2016","Slovenia","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","101.526","p"
"2016","Slovenia","Private non-profit sector","Million euro","0.201","p"
"2016","Slovenia","Private non-profit sector","Euro per inhabitant","0.1","p"
"2016","Slovenia","Private non-profit sector","Million units of national currency","0.201","p"
"2016","Slovenia","Private non-profit sector","Million purchasing power standards (PPS)","0.25","p"
"2016","Slovenia","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","0.231","p"
"2016","Slovakia","All sectors","Million euro","640.835",""
"2016","Slovakia","All sectors","Euro per inhabitant","118.1",""
"2016","Slovakia","All sectors","Million units of national currency","640.835",""
"2016","Slovakia","All sectors","Million purchasing power standards (PPS)","962.793",""
"2016","Slovakia","All sectors","Million purchasing power standards (PPS) at 2005 prices","883.547",""
"2016","Slovakia","Business enterprise sector","Million euro","322.72",""
"2016","Slovakia","Business enterprise sector","Euro per inhabitant","59.5",""
"2016","Slovakia","Business enterprise sector","Million units of national currency","322.72",""
"2016","Slovakia","Business enterprise sector","Million purchasing power standards (PPS)","484.856",""
"2016","Slovakia","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","444.949",""
"2016","Slovakia","Government sector","Million euro","137.394",""
"2016","Slovakia","Government sector","Euro per inhabitant","25.3",""
"2016","Slovakia","Government sector","Million units of national currency","137.394",""
"2016","Slovakia","Government sector","Million purchasing power standards (PPS)","206.421",""
"2016","Slovakia","Government sector","Million purchasing power standards (PPS) at 2005 prices","189.431",""
"2016","Slovakia","Higher education sector","Million euro","177.605",""
"2016","Slovakia","Higher education sector","Euro per inhabitant","32.7",""
"2016","Slovakia","Higher education sector","Million units of national currency","177.605",""
"2016","Slovakia","Higher education sector","Million purchasing power standards (PPS)","266.834",""
"2016","Slovakia","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","244.871",""
"2016","Slovakia","Private non-profit sector","Million euro","3.116",""
"2016","Slovakia","Private non-profit sector","Euro per inhabitant","0.6",""
"2016","Slovakia","Private non-profit sector","Million units of national currency","3.116",""
"2016","Slovakia","Private non-profit sector","Million purchasing power standards (PPS)","4.682",""
"2016","Slovakia","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","4.297",""
"2016","Finland","All sectors","Million euro","5 926.1",""
"2016","Finland","All sectors","Euro per inhabitant","1 080",""
"2016","Finland","All sectors","Million units of national currency","5 926.1",""
"2016","Finland","All sectors","Million purchasing power standards (PPS)","4 790.703",""
"2016","Finland","All sectors","Million purchasing power standards (PPS) at 2005 prices","4 148.751",""
"2016","Finland","Business enterprise sector","Million euro","3 901.7",""
"2016","Finland","Business enterprise sector","Euro per inhabitant","711",""
"2016","Finland","Business enterprise sector","Million units of national currency","3 901.7",""
"2016","Finland","Business enterprise sector","Million purchasing power standards (PPS)","3 154.163",""
"2016","Finland","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","2 731.507",""
"2016","Finland","Government sector","Million euro","483.4",""
"2016","Finland","Government sector","Euro per inhabitant","88.1",""
"2016","Finland","Government sector","Million units of national currency","483.4",""
"2016","Finland","Government sector","Million purchasing power standards (PPS)","390.784",""
"2016","Finland","Government sector","Million purchasing power standards (PPS) at 2005 prices","338.419",""
"2016","Finland","Higher education sector","Million euro","1 489.8",""
"2016","Finland","Higher education sector","Euro per inhabitant","271.5",""
"2016","Finland","Higher education sector","Million units of national currency","1 489.8",""
"2016","Finland","Higher education sector","Million purchasing power standards (PPS)","1 204.365",""
"2016","Finland","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","1 042.981",""
"2016","Finland","Private non-profit sector","Million euro","51.2",""
"2016","Finland","Private non-profit sector","Euro per inhabitant","9.3",""
"2016","Finland","Private non-profit sector","Million units of national currency","51.2",""
"2016","Finland","Private non-profit sector","Million purchasing power standards (PPS)","41.391",""
"2016","Finland","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","35.844",""
"2016","Sweden","All sectors","Million euro","15 141.358","p"
"2016","Sweden","All sectors","Euro per inhabitant","1 537","p"
"2016","Sweden","All sectors","Million units of national currency","143 372","p"
"2016","Sweden","All sectors","Million purchasing power standards (PPS)","11 672.583","p"
"2016","Sweden","All sectors","Million purchasing power standards (PPS) at 2005 prices","10 551.426","p"
"2016","Sweden","Business enterprise sector","Million euro","10 535.648","p"
"2016","Sweden","Business enterprise sector","Euro per inhabitant","1 069.5","p"
"2016","Sweden","Business enterprise sector","Million units of national currency","99 761","p"
"2016","Sweden","Business enterprise sector","Million purchasing power standards (PPS)","8 122.008","p"
"2016","Sweden","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","7 341.886","p"
"2016","Sweden","Government sector","Million euro","515.477","p"
"2016","Sweden","Government sector","Euro per inhabitant","52.3","p"
"2016","Sweden","Government sector","Million units of national currency","4 881","p"
"2016","Sweden","Government sector","Million purchasing power standards (PPS)","397.385","p"
"2016","Sweden","Government sector","Million purchasing power standards (PPS) at 2005 prices","359.216","p"
"2016","Sweden","Higher education sector","Million euro","4 060.873","p"
"2016","Sweden","Higher education sector","Euro per inhabitant","412.2","p"
"2016","Sweden","Higher education sector","Million units of national currency","38 452","p"
"2016","Sweden","Higher education sector","Million purchasing power standards (PPS)","3 130.557","p"
"2016","Sweden","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","2 829.865","p"
"2016","Sweden","Private non-profit sector","Million euro","29.359","p"
"2016","Sweden","Private non-profit sector","Euro per inhabitant","3","p"
"2016","Sweden","Private non-profit sector","Million units of national currency","278","p"
"2016","Sweden","Private non-profit sector","Million purchasing power standards (PPS)","22.633","p"
"2016","Sweden","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","20.459","p"
"2016","United Kingdom","All sectors","Million euro","40 451.495","p"
"2016","United Kingdom","All sectors","Euro per inhabitant","618.7","p"
"2016","United Kingdom","All sectors","Million units of national currency","33 150","p"
"2016","United Kingdom","All sectors","Million purchasing power standards (PPS)","34 960.979","p"
"2016","United Kingdom","All sectors","Million purchasing power standards (PPS) at 2005 prices","32 411.385","p"
"2016","United Kingdom","Business enterprise sector","Million euro","27 118.975",""
"2016","United Kingdom","Business enterprise sector","Euro per inhabitant","414.8",""
"2016","United Kingdom","Business enterprise sector","Million units of national currency","22 224",""
"2016","United Kingdom","Business enterprise sector","Million purchasing power standards (PPS)","23 438.093",""
"2016","United Kingdom","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","21 728.827",""
"2016","United Kingdom","Government sector","Million euro","2 567.419",""
"2016","United Kingdom","Government sector","Euro per inhabitant","39.3",""
"2016","United Kingdom","Government sector","Million units of national currency","2 104",""
"2016","United Kingdom","Government sector","Million purchasing power standards (PPS)","2 218.941",""
"2016","United Kingdom","Government sector","Million purchasing power standards (PPS) at 2005 prices","2 057.121",""
"2016","United Kingdom","Higher education sector","Million euro","9 932.886","p"
"2016","United Kingdom","Higher education sector","Euro per inhabitant","151.9","p"
"2016","United Kingdom","Higher education sector","Million units of national currency","8 140","p"
"2016","United Kingdom","Higher education sector","Million purchasing power standards (PPS)","8 584.687","p"
"2016","United Kingdom","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","7 958.633","p"
"2016","United Kingdom","Private non-profit sector","Million euro","832.215","p"
"2016","United Kingdom","Private non-profit sector","Euro per inhabitant","12.7","p"
"2016","United Kingdom","Private non-profit sector","Million units of national currency","682","p"
"2016","United Kingdom","Private non-profit sector","Million purchasing power standards (PPS)","719.258","p"
"2016","United Kingdom","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","666.804","p"
"2016","Iceland","All sectors","Million euro","381.084",""
"2016","Iceland","All sectors","Euro per inhabitant","1 146",""
"2016","Iceland","All sectors","Million units of national currency","50 909",""
"2016","Iceland","All sectors","Million purchasing power standards (PPS)","264.144",""
"2016","Iceland","All sectors","Million purchasing power standards (PPS) at 2005 prices","251.243",""
"2016","Iceland","Business enterprise sector","Million euro","240.208",""
"2016","Iceland","Business enterprise sector","Euro per inhabitant","722.4",""
"2016","Iceland","Business enterprise sector","Million units of national currency","32 089.4",""
"2016","Iceland","Business enterprise sector","Million purchasing power standards (PPS)","166.498",""
"2016","Iceland","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","158.366",""
"2016","Iceland","Government sector","Million euro","18.486",""
"2016","Iceland","Government sector","Euro per inhabitant","55.6",""
"2016","Iceland","Government sector","Million units of national currency","2 469.6",""
"2016","Iceland","Government sector","Million purchasing power standards (PPS)","12.814",""
"2016","Iceland","Government sector","Million purchasing power standards (PPS) at 2005 prices","12.188",""
"2016","Iceland","Higher education sector","Million euro","122.389",""
"2016","Iceland","Higher education sector","Euro per inhabitant","368.1",""
"2016","Iceland","Higher education sector","Million units of national currency","16 350",""
"2016","Iceland","Higher education sector","Million purchasing power standards (PPS)","84.833",""
"2016","Iceland","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","80.69",""
"2016","Iceland","Private non-profit sector","Million euro","0",""
"2016","Iceland","Private non-profit sector","Euro per inhabitant","0",""
"2016","Iceland","Private non-profit sector","Million units of national currency","0",""
"2016","Iceland","Private non-profit sector","Million purchasing power standards (PPS)","0",""
"2016","Iceland","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","0",""
"2016","Norway","All sectors","Million euro","6 838.094","p"
"2016","Norway","All sectors","Euro per inhabitant","1 312.3","p"
"2016","Norway","All sectors","Million units of national currency","63 530","p"
"2016","Norway","All sectors","Million purchasing power standards (PPS)","4 632.763","p"
"2016","Norway","All sectors","Million purchasing power standards (PPS) at 2005 prices","4 420.178","p"
"2016","Norway","Business enterprise sector","Million euro","3 640.131","p"
"2016","Norway","Business enterprise sector","Euro per inhabitant","698.6","p"
"2016","Norway","Business enterprise sector","Million units of national currency","33 819","p"
"2016","Norway","Business enterprise sector","Million purchasing power standards (PPS)","2 466.164","p"
"2016","Norway","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","2 352.999","p"
"2016","Norway","Government sector","Million euro","968.721","p"
"2016","Norway","Government sector","Euro per inhabitant","185.9","p"
"2016","Norway","Government sector","Million units of national currency","9 000","p"
"2016","Norway","Government sector","Million purchasing power standards (PPS)","656.302","p"
"2016","Norway","Government sector","Million purchasing power standards (PPS) at 2005 prices","626.186","p"
"2016","Norway","Higher education sector","Million euro","2 229.243","p"
"2016","Norway","Higher education sector","Euro per inhabitant","427.8","p"
"2016","Norway","Higher education sector","Million units of national currency","20 711","p"
"2016","Norway","Higher education sector","Million purchasing power standards (PPS)","1 510.297","p"
"2016","Norway","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","1 440.993","p"
"2016","Norway","Private non-profit sector","Million euro",":",""
"2016","Norway","Private non-profit sector","Euro per inhabitant",":",""
"2016","Norway","Private non-profit sector","Million units of national currency",":",""
"2016","Norway","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2016","Norway","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Switzerland","All sectors","Million euro",":",""
"2016","Switzerland","All sectors","Euro per inhabitant",":",""
"2016","Switzerland","All sectors","Million units of national currency",":",""
"2016","Switzerland","All sectors","Million purchasing power standards (PPS)",":",""
"2016","Switzerland","All sectors","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Switzerland","Business enterprise sector","Million euro",":",""
"2016","Switzerland","Business enterprise sector","Euro per inhabitant",":",""
"2016","Switzerland","Business enterprise sector","Million units of national currency",":",""
"2016","Switzerland","Business enterprise sector","Million purchasing power standards (PPS)",":",""
"2016","Switzerland","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Switzerland","Government sector","Million euro",":",""
"2016","Switzerland","Government sector","Euro per inhabitant",":",""
"2016","Switzerland","Government sector","Million units of national currency",":",""
"2016","Switzerland","Government sector","Million purchasing power standards (PPS)",":",""
"2016","Switzerland","Government sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Switzerland","Higher education sector","Million euro",":",""
"2016","Switzerland","Higher education sector","Euro per inhabitant",":",""
"2016","Switzerland","Higher education sector","Million units of national currency",":",""
"2016","Switzerland","Higher education sector","Million purchasing power standards (PPS)",":",""
"2016","Switzerland","Higher education sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Switzerland","Private non-profit sector","Million euro",":",""
"2016","Switzerland","Private non-profit sector","Euro per inhabitant",":",""
"2016","Switzerland","Private non-profit sector","Million units of national currency",":",""
"2016","Switzerland","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2016","Switzerland","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Montenegro","All sectors","Million euro",":",""
"2016","Montenegro","All sectors","Euro per inhabitant",":",""
"2016","Montenegro","All sectors","Million units of national currency",":",""
"2016","Montenegro","All sectors","Million purchasing power standards (PPS)",":",""
"2016","Montenegro","All sectors","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Montenegro","Business enterprise sector","Million euro",":",""
"2016","Montenegro","Business enterprise sector","Euro per inhabitant",":",""
"2016","Montenegro","Business enterprise sector","Million units of national currency",":",""
"2016","Montenegro","Business enterprise sector","Million purchasing power standards (PPS)",":",""
"2016","Montenegro","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Montenegro","Government sector","Million euro",":",""
"2016","Montenegro","Government sector","Euro per inhabitant",":",""
"2016","Montenegro","Government sector","Million units of national currency",":",""
"2016","Montenegro","Government sector","Million purchasing power standards (PPS)",":",""
"2016","Montenegro","Government sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Montenegro","Higher education sector","Million euro",":",""
"2016","Montenegro","Higher education sector","Euro per inhabitant",":",""
"2016","Montenegro","Higher education sector","Million units of national currency",":",""
"2016","Montenegro","Higher education sector","Million purchasing power standards (PPS)",":",""
"2016","Montenegro","Higher education sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Montenegro","Private non-profit sector","Million euro",":",""
"2016","Montenegro","Private non-profit sector","Euro per inhabitant",":",""
"2016","Montenegro","Private non-profit sector","Million units of national currency",":",""
"2016","Montenegro","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2016","Montenegro","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Former Yugoslav Republic of Macedonia, the","All sectors","Million euro",":",""
"2016","Former Yugoslav Republic of Macedonia, the","All sectors","Euro per inhabitant",":",""
"2016","Former Yugoslav Republic of Macedonia, the","All sectors","Million units of national currency",":",""
"2016","Former Yugoslav Republic of Macedonia, the","All sectors","Million purchasing power standards (PPS)",":",""
"2016","Former Yugoslav Republic of Macedonia, the","All sectors","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Former Yugoslav Republic of Macedonia, the","Business enterprise sector","Million euro",":",""
"2016","Former Yugoslav Republic of Macedonia, the","Business enterprise sector","Euro per inhabitant",":",""
"2016","Former Yugoslav Republic of Macedonia, the","Business enterprise sector","Million units of national currency",":",""
