"TIME","GEO","NABS07","UNIT","Value","Flag and Footnotes"
"2016","Belgium","Political and social systems, structures and processes","Million purchasing power standards (PPS)","75.444",""
"2016","Belgium","Political and social systems, structures and processes","Million purchasing power standards (PPS) at 2005 prices","66.261",""
"2016","Belgium","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million euro","502.06",""
"2016","Belgium","General advancement of knowledge: R&D financed from General University Funds (GUF)","Euro per inhabitant","44.4",""
"2016","Belgium","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million units of national currency","502.06",""
"2016","Belgium","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS)","458.461",""
"2016","Belgium","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS) at 2005 prices","402.654",""
"2016","Belgium","General advancement of knowledge: R&D financed from other sources than GUF","Million euro","702.454",""
"2016","Belgium","General advancement of knowledge: R&D financed from other sources than GUF","Euro per inhabitant","62.1",""
"2016","Belgium","General advancement of knowledge: R&D financed from other sources than GUF","Million units of national currency","702.454",""
"2016","Belgium","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS)","641.452",""
"2016","Belgium","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS) at 2005 prices","563.369",""
"2016","Belgium","Defence","Million euro","2.402",""
"2016","Belgium","Defence","Euro per inhabitant","0.2",""
"2016","Belgium","Defence","Million units of national currency","2.402",""
"2016","Belgium","Defence","Million purchasing power standards (PPS)","2.193",""
"2016","Belgium","Defence","Million purchasing power standards (PPS) at 2005 prices","1.926",""
"2016","Belgium","Total civil R&D appropriations","Million euro","2 683.903",""
"2016","Belgium","Total civil R&D appropriations","Euro per inhabitant","237.3",""
"2016","Belgium","Total civil R&D appropriations","Million units of national currency","2 683.903",""
"2016","Belgium","Total civil R&D appropriations","Million purchasing power standards (PPS)","2 450.829",""
"2016","Belgium","Total civil R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","2 152.496",""
"2016","Belgium","Total R&D appropriations","Million euro","2 686.304",""
"2016","Belgium","Total R&D appropriations","Euro per inhabitant","237.5",""
"2016","Belgium","Total R&D appropriations","Million units of national currency","2 686.304",""
"2016","Belgium","Total R&D appropriations","Million purchasing power standards (PPS)","2 453.022",""
"2016","Belgium","Total R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","2 154.422",""
"2016","Bulgaria","Exploration and exploitation of the earth","Million euro","9.511",""
"2016","Bulgaria","Exploration and exploitation of the earth","Euro per inhabitant","1.3",""
"2016","Bulgaria","Exploration and exploitation of the earth","Million units of national currency","18.601",""
"2016","Bulgaria","Exploration and exploitation of the earth","Million purchasing power standards (PPS)","20.027",""
"2016","Bulgaria","Exploration and exploitation of the earth","Million purchasing power standards (PPS) at 2005 prices","17.707",""
"2016","Bulgaria","Environment","Million euro","0.363",""
"2016","Bulgaria","Environment","Euro per inhabitant","0.1",""
"2016","Bulgaria","Environment","Million units of national currency","0.709",""
"2016","Bulgaria","Environment","Million purchasing power standards (PPS)","0.763",""
"2016","Bulgaria","Environment","Million purchasing power standards (PPS) at 2005 prices","0.675",""
"2016","Bulgaria","Exploration and exploitation of space","Million euro","1.517",""
"2016","Bulgaria","Exploration and exploitation of space","Euro per inhabitant","0.2",""
"2016","Bulgaria","Exploration and exploitation of space","Million units of national currency","2.966",""
"2016","Bulgaria","Exploration and exploitation of space","Million purchasing power standards (PPS)","3.193",""
"2016","Bulgaria","Exploration and exploitation of space","Million purchasing power standards (PPS) at 2005 prices","2.824",""
"2016","Bulgaria","Transport, telecommunication and other infrastructures","Million euro","2.529",""
"2016","Bulgaria","Transport, telecommunication and other infrastructures","Euro per inhabitant","0.4",""
"2016","Bulgaria","Transport, telecommunication and other infrastructures","Million units of national currency","4.947",""
"2016","Bulgaria","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS)","5.326",""
"2016","Bulgaria","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS) at 2005 prices","4.709",""
"2016","Bulgaria","Energy","Million euro","0.338",""
"2016","Bulgaria","Energy","Euro per inhabitant","0",""
"2016","Bulgaria","Energy","Million units of national currency","0.661",""
"2016","Bulgaria","Energy","Million purchasing power standards (PPS)","0.712",""
"2016","Bulgaria","Energy","Million purchasing power standards (PPS) at 2005 prices","0.629",""
"2016","Bulgaria","Industrial production and technology","Million euro","10.543",""
"2016","Bulgaria","Industrial production and technology","Euro per inhabitant","1.5",""
"2016","Bulgaria","Industrial production and technology","Million units of national currency","20.62",""
"2016","Bulgaria","Industrial production and technology","Million purchasing power standards (PPS)","22.201",""
"2016","Bulgaria","Industrial production and technology","Million purchasing power standards (PPS) at 2005 prices","19.629",""
"2016","Bulgaria","Health","Million euro","1.725",""
"2016","Bulgaria","Health","Euro per inhabitant","0.2",""
"2016","Bulgaria","Health","Million units of national currency","3.373",""
"2016","Bulgaria","Health","Million purchasing power standards (PPS)","3.632",""
"2016","Bulgaria","Health","Million purchasing power standards (PPS) at 2005 prices","3.211",""
"2016","Bulgaria","Agriculture","Million euro","15.713",""
"2016","Bulgaria","Agriculture","Euro per inhabitant","2.2",""
"2016","Bulgaria","Agriculture","Million units of national currency","30.732",""
"2016","Bulgaria","Agriculture","Million purchasing power standards (PPS)","33.088",""
"2016","Bulgaria","Agriculture","Million purchasing power standards (PPS) at 2005 prices","29.255",""
"2016","Bulgaria","Education","Million euro","5.776",""
"2016","Bulgaria","Education","Euro per inhabitant","0.8",""
"2016","Bulgaria","Education","Million units of national currency","11.296",""
"2016","Bulgaria","Education","Million purchasing power standards (PPS)","12.162",""
"2016","Bulgaria","Education","Million purchasing power standards (PPS) at 2005 prices","10.753",""
"2016","Bulgaria","Culture, recreation, religion and mass media","Million euro","0.925",""
"2016","Bulgaria","Culture, recreation, religion and mass media","Euro per inhabitant","0.1",""
"2016","Bulgaria","Culture, recreation, religion and mass media","Million units of national currency","1.809",""
"2016","Bulgaria","Culture, recreation, religion and mass media","Million purchasing power standards (PPS)","1.948",""
"2016","Bulgaria","Culture, recreation, religion and mass media","Million purchasing power standards (PPS) at 2005 prices","1.722",""
"2016","Bulgaria","Political and social systems, structures and processes","Million euro","1.632",""
"2016","Bulgaria","Political and social systems, structures and processes","Euro per inhabitant","0.2",""
"2016","Bulgaria","Political and social systems, structures and processes","Million units of national currency","3.192",""
"2016","Bulgaria","Political and social systems, structures and processes","Million purchasing power standards (PPS)","3.437",""
"2016","Bulgaria","Political and social systems, structures and processes","Million purchasing power standards (PPS) at 2005 prices","3.039",""
"2016","Bulgaria","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million euro","5.793",""
"2016","Bulgaria","General advancement of knowledge: R&D financed from General University Funds (GUF)","Euro per inhabitant","0.8",""
"2016","Bulgaria","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million units of national currency","11.329",""
"2016","Bulgaria","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS)","12.198",""
"2016","Bulgaria","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS) at 2005 prices","10.785",""
"2016","Bulgaria","General advancement of knowledge: R&D financed from other sources than GUF","Million euro","39.472",""
"2016","Bulgaria","General advancement of knowledge: R&D financed from other sources than GUF","Euro per inhabitant","5.5",""
"2016","Bulgaria","General advancement of knowledge: R&D financed from other sources than GUF","Million units of national currency","77.199",""
"2016","Bulgaria","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS)","83.117",""
"2016","Bulgaria","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS) at 2005 prices","73.49",""
"2016","Bulgaria","Defence","Million euro","0.016",""
"2016","Bulgaria","Defence","Euro per inhabitant","0",""
"2016","Bulgaria","Defence","Million units of national currency","0.031",""
"2016","Bulgaria","Defence","Million purchasing power standards (PPS)","0.033",""
"2016","Bulgaria","Defence","Million purchasing power standards (PPS) at 2005 prices","0.03",""
"2016","Bulgaria","Total civil R&D appropriations","Million euro","95.835",""
"2016","Bulgaria","Total civil R&D appropriations","Euro per inhabitant","13.4",""
"2016","Bulgaria","Total civil R&D appropriations","Million units of national currency","187.434",""
"2016","Bulgaria","Total civil R&D appropriations","Million purchasing power standards (PPS)","201.802",""
"2016","Bulgaria","Total civil R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","178.428",""
"2016","Bulgaria","Total R&D appropriations","Million euro","95.851",""
"2016","Bulgaria","Total R&D appropriations","Euro per inhabitant","13.4",""
"2016","Bulgaria","Total R&D appropriations","Million units of national currency","187.465",""
"2016","Bulgaria","Total R&D appropriations","Million purchasing power standards (PPS)","201.836",""
"2016","Bulgaria","Total R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","178.458",""
"2016","Czech Republic","Exploration and exploitation of the earth","Million euro","13.654",""
"2016","Czech Republic","Exploration and exploitation of the earth","Euro per inhabitant","1.3",""
"2016","Czech Republic","Exploration and exploitation of the earth","Million units of national currency","369.127",""
"2016","Czech Republic","Exploration and exploitation of the earth","Million purchasing power standards (PPS)","20.993",""
"2016","Czech Republic","Exploration and exploitation of the earth","Million purchasing power standards (PPS) at 2005 prices","18.532",""
"2016","Czech Republic","Environment","Million euro","21.306",""
"2016","Czech Republic","Environment","Euro per inhabitant","2",""
"2016","Czech Republic","Environment","Million units of national currency","575.99",""
"2016","Czech Republic","Environment","Million purchasing power standards (PPS)","32.758",""
"2016","Czech Republic","Environment","Million purchasing power standards (PPS) at 2005 prices","28.918",""
"2016","Czech Republic","Exploration and exploitation of space","Million euro","19.583",""
"2016","Czech Republic","Exploration and exploitation of space","Euro per inhabitant","1.9",""
"2016","Czech Republic","Exploration and exploitation of space","Million units of national currency","529.394",""
"2016","Czech Republic","Exploration and exploitation of space","Million purchasing power standards (PPS)","30.108",""
"2016","Czech Republic","Exploration and exploitation of space","Million purchasing power standards (PPS) at 2005 prices","26.578",""
"2016","Czech Republic","Transport, telecommunication and other infrastructures","Million euro","37.755",""
"2016","Czech Republic","Transport, telecommunication and other infrastructures","Euro per inhabitant","3.6",""
"2016","Czech Republic","Transport, telecommunication and other infrastructures","Million units of national currency","1 020.665",""
"2016","Czech Republic","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS)","58.047",""
"2016","Czech Republic","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS) at 2005 prices","51.243",""
"2016","Czech Republic","Energy","Million euro","49.159",""
"2016","Czech Republic","Energy","Euro per inhabitant","4.7",""
"2016","Czech Republic","Energy","Million units of national currency","1 328.967",""
"2016","Czech Republic","Energy","Million purchasing power standards (PPS)","75.581",""
"2016","Czech Republic","Energy","Million purchasing power standards (PPS) at 2005 prices","66.721",""
"2016","Czech Republic","Industrial production and technology","Million euro","88.436",""
"2016","Czech Republic","Industrial production and technology","Euro per inhabitant","8.4",""
"2016","Czech Republic","Industrial production and technology","Million units of national currency","2 390.788",""
"2016","Czech Republic","Industrial production and technology","Million purchasing power standards (PPS)","135.969",""
"2016","Czech Republic","Industrial production and technology","Million purchasing power standards (PPS) at 2005 prices","120.03",""
"2016","Czech Republic","Health","Million euro","72.977",""
"2016","Czech Republic","Health","Euro per inhabitant","6.9",""
"2016","Czech Republic","Health","Million units of national currency","1 972.858",""
"2016","Czech Republic","Health","Million purchasing power standards (PPS)","112.201",""
"2016","Czech Republic","Health","Million purchasing power standards (PPS) at 2005 prices","99.047",""
"2016","Czech Republic","Agriculture","Million euro","41.07",""
"2016","Czech Republic","Agriculture","Euro per inhabitant","3.9",""
"2016","Czech Republic","Agriculture","Million units of national currency","1 110.282",""
"2016","Czech Republic","Agriculture","Million purchasing power standards (PPS)","63.144",""
"2016","Czech Republic","Agriculture","Million purchasing power standards (PPS) at 2005 prices","55.742",""
"2016","Czech Republic","Education","Million euro","2.71",""
"2016","Czech Republic","Education","Euro per inhabitant","0.3",""
"2016","Czech Republic","Education","Million units of national currency","73.27",""
"2016","Czech Republic","Education","Million purchasing power standards (PPS)","4.167",""
"2016","Czech Republic","Education","Million purchasing power standards (PPS) at 2005 prices","3.679",""
"2016","Czech Republic","Culture, recreation, religion and mass media","Million euro","14.813",""
"2016","Czech Republic","Culture, recreation, religion and mass media","Euro per inhabitant","1.4",""
"2016","Czech Republic","Culture, recreation, religion and mass media","Million units of national currency","400.442",""
"2016","Czech Republic","Culture, recreation, religion and mass media","Million purchasing power standards (PPS)","22.774",""
"2016","Czech Republic","Culture, recreation, religion and mass media","Million purchasing power standards (PPS) at 2005 prices","20.104",""
"2016","Czech Republic","Political and social systems, structures and processes","Million euro","14.657",""
"2016","Czech Republic","Political and social systems, structures and processes","Euro per inhabitant","1.4",""
"2016","Czech Republic","Political and social systems, structures and processes","Million units of national currency","396.223",""
"2016","Czech Republic","Political and social systems, structures and processes","Million purchasing power standards (PPS)","22.534",""
"2016","Czech Republic","Political and social systems, structures and processes","Million purchasing power standards (PPS) at 2005 prices","19.892",""
"2016","Czech Republic","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million euro","252.089",""
"2016","Czech Republic","General advancement of knowledge: R&D financed from General University Funds (GUF)","Euro per inhabitant","23.9",""
"2016","Czech Republic","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million units of national currency","6 814.986",""
"2016","Czech Republic","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS)","387.583",""
"2016","Czech Republic","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS) at 2005 prices","342.146",""
"2016","Czech Republic","General advancement of knowledge: R&D financed from other sources than GUF","Million euro","394.768",""
"2016","Czech Republic","General advancement of knowledge: R&D financed from other sources than GUF","Euro per inhabitant","37.4",""
"2016","Czech Republic","General advancement of knowledge: R&D financed from other sources than GUF","Million units of national currency","10 672.163",""
"2016","Czech Republic","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS)","606.949",""
"2016","Czech Republic","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS) at 2005 prices","535.796",""
"2016","Czech Republic","Defence","Million euro","12.177",""
"2016","Czech Republic","Defence","Euro per inhabitant","1.2",""
"2016","Czech Republic","Defence","Million units of national currency","329.196",""
"2016","Czech Republic","Defence","Million purchasing power standards (PPS)","18.722",""
"2016","Czech Republic","Defence","Million purchasing power standards (PPS) at 2005 prices","16.527",""
"2016","Czech Republic","Total civil R&D appropriations","Million euro","1 022.977",""
"2016","Czech Republic","Total civil R&D appropriations","Euro per inhabitant","96.9",""
"2016","Czech Republic","Total civil R&D appropriations","Million units of national currency","27 655.155",""
"2016","Czech Republic","Total civil R&D appropriations","Million purchasing power standards (PPS)","1 572.808",""
"2016","Czech Republic","Total civil R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","1 388.427",""
"2016","Czech Republic","Total R&D appropriations","Million euro","1 035.154",""
"2016","Czech Republic","Total R&D appropriations","Euro per inhabitant","98.1",""
"2016","Czech Republic","Total R&D appropriations","Million units of national currency","27 984.351",""
"2016","Czech Republic","Total R&D appropriations","Million purchasing power standards (PPS)","1 591.53",""
"2016","Czech Republic","Total R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","1 404.954",""
"2016","Denmark","Exploration and exploitation of the earth","Million euro","10.906","e"
"2016","Denmark","Exploration and exploitation of the earth","Euro per inhabitant","1.9","e"
"2016","Denmark","Exploration and exploitation of the earth","Million units of national currency","81.2","e"
"2016","Denmark","Exploration and exploitation of the earth","Million purchasing power standards (PPS)","8.208","e"
"2016","Denmark","Exploration and exploitation of the earth","Million purchasing power standards (PPS) at 2005 prices","6.73","e"
"2016","Denmark","Environment","Million euro","42.86","e"
"2016","Denmark","Environment","Euro per inhabitant","7.5","e"
"2016","Denmark","Environment","Million units of national currency","319.1","e"
"2016","Denmark","Environment","Million purchasing power standards (PPS)","32.257","e"
"2016","Denmark","Environment","Million purchasing power standards (PPS) at 2005 prices","26.449","e"
"2016","Denmark","Exploration and exploitation of space","Million euro","16.87","e"
"2016","Denmark","Exploration and exploitation of space","Euro per inhabitant","3","e"
"2016","Denmark","Exploration and exploitation of space","Million units of national currency","125.6","e"
"2016","Denmark","Exploration and exploitation of space","Million purchasing power standards (PPS)","12.697","e"
"2016","Denmark","Exploration and exploitation of space","Million purchasing power standards (PPS) at 2005 prices","10.411","e"
"2016","Denmark","Transport, telecommunication and other infrastructures","Million euro","24.996","e"
"2016","Denmark","Transport, telecommunication and other infrastructures","Euro per inhabitant","4.4","e"
"2016","Denmark","Transport, telecommunication and other infrastructures","Million units of national currency","186.1","e"
"2016","Denmark","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS)","18.812","e"
"2016","Denmark","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS) at 2005 prices","15.425","e"
"2016","Denmark","Energy","Million euro","47.722","e"
"2016","Denmark","Energy","Euro per inhabitant","8.4","e"
"2016","Denmark","Energy","Million units of national currency","355.3","e"
"2016","Denmark","Energy","Million purchasing power standards (PPS)","35.916","e"
"2016","Denmark","Energy","Million purchasing power standards (PPS) at 2005 prices","29.45","e"
"2016","Denmark","Industrial production and technology","Million euro","125.571","e"
"2016","Denmark","Industrial production and technology","Euro per inhabitant","22","e"
"2016","Denmark","Industrial production and technology","Million units of national currency","934.9","e"
"2016","Denmark","Industrial production and technology","Million purchasing power standards (PPS)","94.506","e"
"2016","Denmark","Industrial production and technology","Million purchasing power standards (PPS) at 2005 prices","77.491","e"
"2016","Denmark","Health","Million euro","394.415","e"
"2016","Denmark","Health","Euro per inhabitant","69.1","e"
"2016","Denmark","Health","Million units of national currency","2 936.5","e"
"2016","Denmark","Health","Million purchasing power standards (PPS)","296.841","e"
"2016","Denmark","Health","Million purchasing power standards (PPS) at 2005 prices","243.398","e"
"2016","Denmark","Agriculture","Million euro","96.572","e"
"2016","Denmark","Agriculture","Euro per inhabitant","16.9","e"
"2016","Denmark","Agriculture","Million units of national currency","719","e"
"2016","Denmark","Agriculture","Million purchasing power standards (PPS)","72.681","e"
"2016","Denmark","Agriculture","Million purchasing power standards (PPS) at 2005 prices","59.596","e"
"2016","Denmark","Education","Million euro","96.586","e"
"2016","Denmark","Education","Euro per inhabitant","16.9","e"
"2016","Denmark","Education","Million units of national currency","719.1","e"
"2016","Denmark","Education","Million purchasing power standards (PPS)","72.691","e"
"2016","Denmark","Education","Million purchasing power standards (PPS) at 2005 prices","59.604","e"
"2016","Denmark","Culture, recreation, religion and mass media","Million euro","47.83","e"
"2016","Denmark","Culture, recreation, religion and mass media","Euro per inhabitant","8.4","e"
"2016","Denmark","Culture, recreation, religion and mass media","Million units of national currency","356.1","e"
"2016","Denmark","Culture, recreation, religion and mass media","Million purchasing power standards (PPS)","35.997","e"
"2016","Denmark","Culture, recreation, religion and mass media","Million purchasing power standards (PPS) at 2005 prices","29.516","e"
"2016","Denmark","Political and social systems, structures and processes","Million euro","62.698","e"
"2016","Denmark","Political and social systems, structures and processes","Euro per inhabitant","11","e"
"2016","Denmark","Political and social systems, structures and processes","Million units of national currency","466.8","e"
"2016","Denmark","Political and social systems, structures and processes","Million purchasing power standards (PPS)","47.187","e"
"2016","Denmark","Political and social systems, structures and processes","Million purchasing power standards (PPS) at 2005 prices","38.692","e"
"2016","Denmark","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million euro","1 195.683","e"
"2016","Denmark","General advancement of knowledge: R&D financed from General University Funds (GUF)","Euro per inhabitant","209.5","e"
"2016","Denmark","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million units of national currency","8 902.1","e"
"2016","Denmark","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS)","899.884","e"
"2016","Denmark","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS) at 2005 prices","737.869","e"
"2016","Denmark","General advancement of knowledge: R&D financed from other sources than GUF","Million euro","391.151","e"
"2016","Denmark","General advancement of knowledge: R&D financed from other sources than GUF","Euro per inhabitant","68.5","e"
"2016","Denmark","General advancement of knowledge: R&D financed from other sources than GUF","Million units of national currency","2 912.2","e"
"2016","Denmark","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS)","294.385","e"
"2016","Denmark","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS) at 2005 prices","241.384","e"
"2016","Denmark","Defence","Million euro","8.354","e"
"2016","Denmark","Defence","Euro per inhabitant","1.5","e"
"2016","Denmark","Defence","Million units of national currency","62.2","e"
"2016","Denmark","Defence","Million purchasing power standards (PPS)","6.288","e"
"2016","Denmark","Defence","Million purchasing power standards (PPS) at 2005 prices","5.156","e"
"2016","Denmark","Total civil R&D appropriations","Million euro","2 553.86","e"
"2016","Denmark","Total civil R&D appropriations","Euro per inhabitant","447.5","e"
"2016","Denmark","Total civil R&D appropriations","Million units of national currency","19 014","e"
"2016","Denmark","Total civil R&D appropriations","Million purchasing power standards (PPS)","1 922.062","e"
"2016","Denmark","Total civil R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","1 576.014","e"
"2016","Denmark","Total R&D appropriations","Million euro","2 562.215","e"
"2016","Denmark","Total R&D appropriations","Euro per inhabitant","448.9","e"
"2016","Denmark","Total R&D appropriations","Million units of national currency","19 076.2","e"
"2016","Denmark","Total R&D appropriations","Million purchasing power standards (PPS)","1 928.35","e"
"2016","Denmark","Total R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","1 581.17","e"
"2016","Germany (until 1990 former territory of the FRG)","Exploration and exploitation of the earth","Million euro","478.02",""
"2016","Germany (until 1990 former territory of the FRG)","Exploration and exploitation of the earth","Euro per inhabitant","5.8",""
"2016","Germany (until 1990 former territory of the FRG)","Exploration and exploitation of the earth","Million units of national currency","478.02",""
"2016","Germany (until 1990 former territory of the FRG)","Exploration and exploitation of the earth","Million purchasing power standards (PPS)","449.436",""
"2016","Germany (until 1990 former territory of the FRG)","Exploration and exploitation of the earth","Million purchasing power standards (PPS) at 2005 prices","400.817",""
"2016","Germany (until 1990 former territory of the FRG)","Environment","Million euro","757.84",""
"2016","Germany (until 1990 former territory of the FRG)","Environment","Euro per inhabitant","9.2",""
"2016","Germany (until 1990 former territory of the FRG)","Environment","Million units of national currency","757.84",""
"2016","Germany (until 1990 former territory of the FRG)","Environment","Million purchasing power standards (PPS)","712.524",""
"2016","Germany (until 1990 former territory of the FRG)","Environment","Million purchasing power standards (PPS) at 2005 prices","635.445",""
"2016","Germany (until 1990 former territory of the FRG)","Exploration and exploitation of space","Million euro","1 388.06",""
"2016","Germany (until 1990 former territory of the FRG)","Exploration and exploitation of space","Euro per inhabitant","16.9",""
"2016","Germany (until 1990 former territory of the FRG)","Exploration and exploitation of space","Million units of national currency","1 388.06",""
"2016","Germany (until 1990 former territory of the FRG)","Exploration and exploitation of space","Million purchasing power standards (PPS)","1 305.058",""
"2016","Germany (until 1990 former territory of the FRG)","Exploration and exploitation of space","Million purchasing power standards (PPS) at 2005 prices","1 163.88",""
"2016","Germany (until 1990 former territory of the FRG)","Transport, telecommunication and other infrastructures","Million euro","428.33",""
"2016","Germany (until 1990 former territory of the FRG)","Transport, telecommunication and other infrastructures","Euro per inhabitant","5.2",""
"2016","Germany (until 1990 former territory of the FRG)","Transport, telecommunication and other infrastructures","Million units of national currency","428.33",""
"2016","Germany (until 1990 former territory of the FRG)","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS)","402.717",""
"2016","Germany (until 1990 former territory of the FRG)","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS) at 2005 prices","359.152",""
"2016","Germany (until 1990 former territory of the FRG)","Energy","Million euro","1 282.2",""
"2016","Germany (until 1990 former territory of the FRG)","Energy","Euro per inhabitant","15.6",""
"2016","Germany (until 1990 former territory of the FRG)","Energy","Million units of national currency","1 282.2",""
"2016","Germany (until 1990 former territory of the FRG)","Energy","Million purchasing power standards (PPS)","1 205.528",""
"2016","Germany (until 1990 former territory of the FRG)","Energy","Million purchasing power standards (PPS) at 2005 prices","1 075.117",""
"2016","Germany (until 1990 former territory of the FRG)","Industrial production and technology","Million euro","3 342.67",""
"2016","Germany (until 1990 former territory of the FRG)","Industrial production and technology","Euro per inhabitant","40.7",""
"2016","Germany (until 1990 former territory of the FRG)","Industrial production and technology","Million units of national currency","3 342.67",""
"2016","Germany (until 1990 former territory of the FRG)","Industrial production and technology","Million purchasing power standards (PPS)","3 142.789",""
"2016","Germany (until 1990 former territory of the FRG)","Industrial production and technology","Million purchasing power standards (PPS) at 2005 prices","2 802.81",""
"2016","Germany (until 1990 former territory of the FRG)","Health","Million euro","1 415",""
"2016","Germany (until 1990 former territory of the FRG)","Health","Euro per inhabitant","17.2",""
"2016","Germany (until 1990 former territory of the FRG)","Health","Million units of national currency","1 415",""
"2016","Germany (until 1990 former territory of the FRG)","Health","Million purchasing power standards (PPS)","1 330.387",""
"2016","Germany (until 1990 former territory of the FRG)","Health","Million purchasing power standards (PPS) at 2005 prices","1 186.469",""
"2016","Germany (until 1990 former territory of the FRG)","Agriculture","Million euro","831.55",""
"2016","Germany (until 1990 former territory of the FRG)","Agriculture","Euro per inhabitant","10.1",""
"2016","Germany (until 1990 former territory of the FRG)","Agriculture","Million units of national currency","831.55",""
"2016","Germany (until 1990 former territory of the FRG)","Agriculture","Million purchasing power standards (PPS)","781.826",""
"2016","Germany (until 1990 former territory of the FRG)","Agriculture","Million purchasing power standards (PPS) at 2005 prices","697.25",""
"2016","Germany (until 1990 former territory of the FRG)","Education","Million euro","349.98",""
"2016","Germany (until 1990 former territory of the FRG)","Education","Euro per inhabitant","4.3",""
"2016","Germany (until 1990 former territory of the FRG)","Education","Million units of national currency","349.98",""
"2016","Germany (until 1990 former territory of the FRG)","Education","Million purchasing power standards (PPS)","329.052",""
"2016","Germany (until 1990 former territory of the FRG)","Education","Million purchasing power standards (PPS) at 2005 prices","293.456",""
"2016","Germany (until 1990 former territory of the FRG)","Culture, recreation, religion and mass media","Million euro","345.76",""
"2016","Germany (until 1990 former territory of the FRG)","Culture, recreation, religion and mass media","Euro per inhabitant","4.2",""
"2016","Germany (until 1990 former territory of the FRG)","Culture, recreation, religion and mass media","Million units of national currency","345.76",""
"2016","Germany (until 1990 former territory of the FRG)","Culture, recreation, religion and mass media","Million purchasing power standards (PPS)","325.085",""
"2016","Germany (until 1990 former territory of the FRG)","Culture, recreation, religion and mass media","Million purchasing power standards (PPS) at 2005 prices","289.918",""
"2016","Germany (until 1990 former territory of the FRG)","Political and social systems, structures and processes","Million euro","449.5",""
"2016","Germany (until 1990 former territory of the FRG)","Political and social systems, structures and processes","Euro per inhabitant","5.5",""
"2016","Germany (until 1990 former territory of the FRG)","Political and social systems, structures and processes","Million units of national currency","449.5",""
"2016","Germany (until 1990 former territory of the FRG)","Political and social systems, structures and processes","Million purchasing power standards (PPS)","422.621",""
"2016","Germany (until 1990 former territory of the FRG)","Political and social systems, structures and processes","Million purchasing power standards (PPS) at 2005 prices","376.903",""
"2016","Germany (until 1990 former territory of the FRG)","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million euro","10 956.43",""
"2016","Germany (until 1990 former territory of the FRG)","General advancement of knowledge: R&D financed from General University Funds (GUF)","Euro per inhabitant","133.3",""
"2016","Germany (until 1990 former territory of the FRG)","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million units of national currency","10 956.43",""
"2016","Germany (until 1990 former territory of the FRG)","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS)","10 301.269",""
"2016","Germany (until 1990 former territory of the FRG)","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS) at 2005 prices","9 186.904",""
"2016","Germany (until 1990 former territory of the FRG)","General advancement of knowledge: R&D financed from other sources than GUF","Million euro","4 685.41",""
